registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,issn,id_exemplar,codigo_barras,colecao,biblioteca,status_material,localizacao,texto_busca
3162,Projeto de sistemas de processamento de dados /,,Processamento eletrônico de dados.#$&Projeto de sistemas.,"Dias, Donaldo de Souza, ",Livro,4,1975.,,"Livros Técnicos e Científicos,",8521602103,,1275854,2017035532,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 D541p,projeto de sistemas de processamento de dados / nan processamento eletrônico de dados.#$&projeto de sistemas.
5168,Programação Fortran para estudantes de ciências e engenharia /,,FORTRAN (Linguagem de programação de computador)#$&Informática.,"Dias, Donaldo de Souza, ",Livro,4,1973.,2. ed. -,"Livros Técnicos,",,,1243564,2016034352,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.451.9 D541p 2.ed.,programação fortran para estudantes de ciências e engenharia / nan fortran (linguagem de programação de computador)#$&informática.
5242,Introdução a sistemas de bancos de dados /,,Banco de dados.,"Date, C. J.",Livro,20,1986.,4. ed. -,"Campus,",8570013922,,945548,2000010861,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.6 D232i 4.ed.,introdução a sistemas de bancos de dados / nan banco de dados.
5340,Algoritmos e estruturas de dados /,,Algoritmos.#$&Linguagem de programação (Computadores).#$&Estruturas de dados (Computação)#$&Computação.#$&Portugol (Linguagem de programação para computadores).,"Guimarães, Angelo de Moura",Livro,13,c1985.,1. ed. -,"Livros Técnicos e Científicos,",8521603789,,1317896,2019007164,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.422.63 G963a,algoritmos e estruturas de dados / nan algoritmos.#$&linguagem de programação (computadores).#$&estruturas de dados (computação)#$&computação.#$&portugol (linguagem de programação para computadores).
5710,Engenharia econômica :,cem tabelas de juros impressas em computadores /,Engenharia econômica.,"Hess, Geraldo.",Livro,4,1986.,,"Difel,",,,1323098,2019014528,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,330 E57 19.ed.,engenharia econômica : cem tabelas de juros impressas em computadores / engenharia econômica.
8533,Pascal e técnicas de programação /,,PASCAL (Linguagem de programação de computador),"Schmitz, Eber Assis.",Livro,4,1988.,3. ed. -,"Livros Tecnicos  e cientificos,",,,1257286,2017014111,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.3 S355p 3.ed,pascal e técnicas de programação / nan pascal (linguagem de programação de computador)
8537,"PC-DOS, MS-DOS :",guia do usuário /,MS-DOS (Sistema operacional de computador)#$&PC-DOS (Sistema operacional de computador),"Sheldon, Thomas.",Livro,2,1987.,,"Hill,",,,1271604,2017030417,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.451 S544p,"pc-dos, ms-dos : guia do usuário / ms-dos (sistema operacional de computador)#$&pc-dos (sistema operacional de computador)"
8572,Circuitos digitais e microprocessadores /,,Microprocessadores.#$&Computadores digitais -#$&Circuitos.,"Taub, Herbert ",Livro,12,c1984.,,"McGraw-Hill,",0074504444,,1320805,2019011630,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 T222c,circuitos digitais e microprocessadores / nan microprocessadores.#$&computadores digitais -#$&circuitos.
8587,Turbo C avançado :,guia do usuário /,Turbo C (Linguagem de programação de computador)#$&Programação (Computadores).,"Schildt, Herbert, ",Livro,5,1990.,,"McGrawHill,",,,1102215,2014008157,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 S334t,turbo c avançado : guia do usuário / turbo c (linguagem de programação de computador)#$&programação (computadores).
8706,Administrando o ciclo de vida do sistema /,,Programação (Computadores).#$&Software -#$&Desenvolvimento.#$&Processamento eletrônico de dados.,"Yourdon, Edward,",Livro,3,1989.,,"Campus,",8570015704,,1259172,2017017043,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 Y81a,administrando o ciclo de vida do sistema / nan programação (computadores).#$&software -#$&desenvolvimento.#$&processamento eletrônico de dados.
9016,Dominando o turbo Pascal 5 /,,Turbo Pascal (Linguagem de programação de computador),"Hergert, Douglas,",Livro,10,1989.,,"Ciência Moderna,",,,1096776,2013111556,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 H545d,dominando o turbo pascal 5 / nan turbo pascal (linguagem de programação de computador)
9550,Treinamento em Linguagem C :,Módulo 1 /,C (Linguagem de programação de computador).#$&Programação (Computadores).#$&Computação.#$&Informática.,"Mizrahi, Victorine Viviane.",Livro,5,1990.,,"McGraw-Hill,",007460855X,,1109972,2014018746,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 M685t v.1,treinamento em linguagem c : módulo 1 / c (linguagem de programação de computador).#$&programação (computadores).#$&computação.#$&informática.
9551,Treinamento em linguagem C :,Módulo 2 /,C (Linguagem de programação de computador).#$&Programação (Computadores).#$&Computação.#$&Informática.,"Mizrahi, Victorine Viviane.",Livro,4,1990.,,"MC Graw-Hill,",0074608541,,1110103,2014018759,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 M685t v.2,treinamento em linguagem c : módulo 2 / c (linguagem de programação de computador).#$&programação (computadores).#$&computação.#$&informática.
9772,Sistemas operacionais :,uma visão sistemática /,Sistema operacional#$&Computação.#$&Informática.,"Davis, William S.,",Livro,6,1990.,,"Campus,",8570015747,,1099055,2013114321,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.451 D265s,sistemas operacionais : uma visão sistemática / sistema operacional#$&computação.#$&informática.
9823,Projeto de sistemas operacionais em linguagem C /,,Sistema operacional#$&Projeto de sistemas.#$&C (Linguagem de programação de computador).#$&Informática.#$&Computação.,"Albuquerque, Fernando.",Livro,5,1990.,,"Ebras ;#$&Berkeley Books,",,,1318650,2019008070,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.41 A345p,projeto de sistemas operacionais em linguagem c / nan sistema operacional#$&projeto de sistemas.#$&c (linguagem de programação de computador).#$&informática.#$&computação.
9855,Comunicação de dados /,,Processamento eletrônico de dados.#$&Redes de computadores.#$&Sistemas de transmissão de dados.#$&Computação.#$&Informática.,"Alves, Luiz.",Livro,4,1992.,,"McGraw-Hill,",0074605216,,1379140,2023003901,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 A474c,comunicação de dados / nan processamento eletrônico de dados.#$&redes de computadores.#$&sistemas de transmissão de dados.#$&computação.#$&informática.
10966,C :,a linguagem de programação /,Linguagem de programação (Computadores).#$&C (Linguagem de programação de computador).#$&Computação.,"Kernighan, Brian W.,",Livro,5,1986.,,"Campus,",8570014104,,1190321,2014018906,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 K39c,c : a linguagem de programação / linguagem de programação (computadores).#$&c (linguagem de programação de computador).#$&computação.
11007,Desvendando o Hardware do PC /,,Microcomputadores.#$&Hardware.#$&Informática.,"Rosch, Winn L.",Livro,4,1990.,,"Campus,",8570016336,,1275860,2017035533,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.3 R791d,desvendando o hardware do pc / nan microcomputadores.#$&hardware.#$&informática.
12074,Introdução ao TURBO BASIC /,,Turbo BASIC (Linguagem de programação de computador)#$&Processamento eletrônico de dados.,"Pimentel, Hercules Gomes.",Livro,2,1988.,,"Livros Técnicos e Científicos,",8521606087,,1259169,2017017048,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 P644i,introdução ao turbo basic / nan turbo basic (linguagem de programação de computador)#$&processamento eletrônico de dados.
12335,Computação gráfica :,o padrão GKS /,Computação gráfica.#$&Informática.#$&Computação.,,Livro,3,1987,,"Atlas,",8522402795,,1096782,2013111551,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 C738,computação gráfica : o padrão gks / computação gráfica.#$&informática.#$&computação.
12867,Auditoria de computadores /,,Centros de processamento de dados -#$&Auditoria#$&Computadores -#$&Avaliação.,"Gil, Antonio de Loureiro,",Livro,6,1993.,2. ed. -,"Atlas,",8522408408,,1311830,2018032322,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,657.63:681.5 G463a 2.ed.,auditoria de computadores / nan centros de processamento de dados -#$&auditoria#$&computadores -#$&avaliação.
12928,Informática para bibliotecas /,,Bibliotecas -#$&Automação.#$&Sistemas de recuperação da informação.,"Rowley, J. E.,",Livro,15,1994.,,"Briguet de Lemos,",8585637021,,1232905,2016019516,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.:027.54 R884i,informática para bibliotecas / nan bibliotecas -#$&automação.#$&sistemas de recuperação da informação.
17152,Dominando o Delphi 4 :,a Bíblia /,Delphi (Programa de computador).#$&Processamento de dados.,"Cantu, Marco.",Livro,8,1998.,,"MAKRON Books,",8534610460,,958811,2011080386,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.4 C233d,dominando o delphi 4 : a bíblia / delphi (programa de computador).#$&processamento de dados.
17573,Redes de computadores /,,Redes de computadores.,"Tanenbaum, Andrew S.,",Livro,4,1994.,,"Campus,",8570018800,,1210825,2016000411,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.7 T164r,redes de computadores / nan redes de computadores.
18386,Programação e métodos computacionais /,,Programação (Computadores).#$&FORTRAN (Linguagem de programação de computador)#$&Computadores.,"Pacitti, Tercio,",Livro,5,1978.,3. ed. -,"LTC,",,,1370348,2022027472,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 P118p 3.ed.,programação e métodos computacionais / nan programação (computadores).#$&fortran (linguagem de programação de computador)#$&computadores.
18389,Programação e métodos computacionais /,,Programação (Computadores).#$&FORTRAN (Linguagem de programação de computador)#$&Computadores.,"Pacitti, Tercio,",Livro,8,1977.,2. ed. -,"LTC,",,,1258993,2017016843,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 P118p 2.ed. v.1,programação e métodos computacionais / nan programação (computadores).#$&fortran (linguagem de programação de computador)#$&computadores.
18390,Programação e métodos computacionais /,,Programação (Computadores).#$&FORTRAN (Linguagem de programação de computador)#$&Computadores.,"Pacitti, Tercio,",Livro,14,1975.,1. ed. -,"LTC,",,,1252918,2017008983,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 P118p 1.ed. v.1,programação e métodos computacionais / nan programação (computadores).#$&fortran (linguagem de programação de computador)#$&computadores.
18596,Gerenciamento da informação :,um recurso estratégico no processo de gestão empresarial /,Planejamento empresarial.#$&Sistemas de informação gerencial.#$&Gerenciamento de recursos de informação.,"Beuren, Ilse Maria.",Livro,13,1998.,,"Atlas,",8522420122,,1351457,2021008172,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,658 B567g,gerenciamento da informação : um recurso estratégico no processo de gestão empresarial / planejamento empresarial.#$&sistemas de informação gerencial.#$&gerenciamento de recursos de informação.
18612,O impacto das estratégias de mercado no resultado das empresas :,baseado no maior banco de dados de informações estratégicas do mundo /,Marketing -#$&Administração.#$&Planejamento estratégico.,"Buzzell, Robert D. ",Livro,2,1991.,,"Pioneira,",,,1258729,2017016063,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,658.8 B992i,o impacto das estratégias de mercado no resultado das empresas : baseado no maior banco de dados de informações estratégicas do mundo / marketing -#$&administração.#$&planejamento estratégico.
18647,Análise ambiental :,uma visão multidisciplinar /,Ecologia.#$&Ecossistemas.#$&Política ambiental.#$&Brasil.#$&Biogeografia.#$&Geografia ambiental.#$&Ecologia.#$&Papel -#$&Análise ambiental.#$&Solo urbano -#$&Uso.#$&Sensoriamento remoto -#$&Aplicação.,,Livro,10,1995.,"2.ed., rev. ampl. -","Ed. da UNESP,",8571390991,,1417880,2024015164,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,574 A532 2.ed.,análise ambiental : uma visão multidisciplinar / ecologia.#$&ecossistemas.#$&política ambiental.#$&brasil.#$&biogeografia.#$&geografia ambiental.#$&ecologia.#$&papel -#$&análise ambiental.#$&solo urbano -#$&uso.#$&sensoriamento remoto -#$&aplicação.
20932,Análise baseada em objetos /,,Análise de sistemas.#$&Administração de empresas.#$&Administração.,"Coad, Peter",Livro,6,1996.,2. ed. rev. -,"Campus,",8535200428,,785438,2000010798,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.4 C652a 2.ed.,análise baseada em objetos / nan análise de sistemas.#$&administração de empresas.#$&administração.
22389,Programando para Linux /,,Linux (Sistema operacional de computador).,"Volkerding, Patrick.",Livro,9,1998,,"Makron Books,",8534609055,,785419,2000011900,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.451.9 V917p,programando para linux / nan linux (sistema operacional de computador).
24175,Organização estruturada de computadores /,,Arquitetura de computador.#$&Computadores digitais.#$&Informática.#$&Computadores digitais eletrônicos -#$&Programação,"Tanenbaum, Andrew S.,",Livro,17,c1992.,3. ed. -,"LTC,",8521611706,,1116087,2014019424,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.2 T164o 3.ed.,organização estruturada de computadores / nan arquitetura de computador.#$&computadores digitais.#$&informática.#$&computadores digitais eletrônicos -#$&programação
24525,Pesquisa em educação matemática :,concepções e perspectivas /,Matemática -#$&Estudo e ensino.#$&Pesquisa educacional.#$&Matemática -#$&História.#$&Professores -#$&Formação.#$&Informática na educação matemática.,,Livro,21,1999.,,"Ed. UNESP,",8571392528,,1311143,2018031280,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370:510.2 P474,pesquisa em educação matemática : concepções e perspectivas / matemática -#$&estudo e ensino.#$&pesquisa educacional.#$&matemática -#$&história.#$&professores -#$&formação.#$&informática na educação matemática.
24836,Projeto baseado em objetos /,,Programação orientada a objetos (Computação).#$&Programação (Computadores).,"Coad, Peter.",Livro,8,c1993.,4.ed.,"Campus,",857001760X (broch.).,,786127,2000010801,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 C652p 4.ed.,projeto baseado em objetos / nan programação orientada a objetos (computação).#$&programação (computadores).
24919,Redes de computadores /,,Redes de computação.#$&Informática.,"Tanenbaum, Andrew S.,",Livro,18,1997.,,"Campus,",8535201572 (broch.),,910673,2000011839,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.7 T164r 4.ed.,redes de computadores / nan redes de computação.#$&informática.
25581,Redes de computadores :,"das LANs, MANs e WANs às redes ATM /",Redes de computadores.,"Soares, Luiz Fernando Gomes.",Livro,14,1995.,2.ed. rev. e ampl. -,"Elsevier/Campus,",857001998X#$&8570019548,,1256123,2017013425,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.7 S676r 2.ed.,"redes de computadores : das lans, mans e wans às redes atm / redes de computadores."
26582,Algorítmos e estruturas de dados /,,Algoritmos.#$&Programação (Computadores).#$&Estruturas de dados (Computação),"Guimarães, Angelo de Moura",Livro,5,c1994.,,"LTC,",8521603789,,785203,2000009748,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.421 G963a,algorítmos e estruturas de dados / nan algoritmos.#$&programação (computadores).#$&estruturas de dados (computação)
27034,Introdução a ciência da computação /,,Processamento eletrônico de dados.#$&Processamento de dados.#$&Computador.#$&Ciência da computação.,"Guimarães, Angelo de Moura.",Livro,10,c1984.,,"Livros Tecnicos e Científicos,",852160372X (broch.),,1241236,2016032955,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 G976i,introdução a ciência da computação / nan processamento eletrônico de dados.#$&processamento de dados.#$&computador.#$&ciência da computação.
28221,Sociedade da informação no Brasil :,livro verde /,Tecnologia da informação -#$&Brasil.#$&Progresso científico-técnico.#$&Sociedade da informação -#$&Brasil.#$&Serviços de informação -#$&Brasil.#$&Redes de computação.#$&Redes de informação.,,Livro,9,2000.,,"Ministério da Ciência e Tecnologia,",8588063018(broch.).,,1120589,2014026995,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,316.422.44(81) S678,sociedade da informação no brasil : livro verde / tecnologia da informação -#$&brasil.#$&progresso científico-técnico.#$&sociedade da informação -#$&brasil.#$&serviços de informação -#$&brasil.#$&redes de computação.#$&redes de informação.
28260,Um mapa uma bússola :,"hipertexto, complexidade e eneagrama /",Comunicação.#$&Linguística.#$&Semiótica.#$&Eneagrama.#$&Complexidade (Filosofia).#$&Sistemas hipertexto.,"Gomes, Marcelo Bolshaw.",Livro,13,2001.,,"Mileto,",8587909045,,1311262,2018031504,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,811.134.3 G633m,"um mapa uma bússola : hipertexto, complexidade e eneagrama / comunicação.#$&linguística.#$&semiótica.#$&eneagrama.#$&complexidade (filosofia).#$&sistemas hipertexto."
28388,Uma introdução à análise de sistemas lineares /,,Sistemas lineares.#$&Circuitos elétricos.,"Barczak, Czeslau Lubomiro,",Livro,28,1977.,,"E. Blucher ;#$&Escola Federal de Engenharia de Itajubá,",,,1232916,2016019551,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,621.372.2 B244i,uma introdução à análise de sistemas lineares / nan sistemas lineares.#$&circuitos elétricos.
28481,Informação eletrônica e novas tecnologias /,,Inovações tecnológicas.#$&Sistemas de recuperação da informação.#$&Documentação.,"Recoder, Maria-José.",Livro,6,c1991.,,"Summus,",8532304737 (broch.).,,1351029,2021005200,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,025.5 R311i,informação eletrônica e novas tecnologias / nan inovações tecnológicas.#$&sistemas de recuperação da informação.#$&documentação.
29061,Análise estruturada de sistemas /,,Análise de sistemas.#$&Computação.,"Gane, Chris,",Livro,16,c1983.,,"Livros Técnicos e Científicos,",8521602456 (broch.).,,84482,2008049518,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.45 G196a 1.ed.,análise estruturada de sistemas / nan análise de sistemas.#$&computação.
29229,Gerência de projetos / engenharia simultânea :,"organização, planejamento, programação PERT-CPM, PERT-custo, controle, direção /",Administração de projeto.#$&Administração de empresas.,"Casarotto Filho, Nelson.",Livro,17,1999.,,"Atlas,",8522420939 : (Broch.),,1163605,2014079718,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,658.5 C335g,"gerência de projetos / engenharia simultânea : organização, planejamento, programação pert-cpm, pert-custo, controle, direção / administração de projeto.#$&administração de empresas."
29412,Sinais e sistemas /,,Engenharia elétrica.#$&Engenharia de sistemas.,"Haykin, Simon S.,",Livro,25,2001.,,"Bookman,",9788573077414,,1214633,2016004136,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,621.3 H419s,sinais e sistemas / nan engenharia elétrica.#$&engenharia de sistemas.
30067,Internet para leigos /,,Internet.#$&Sistemas de informação.#$&Informática.#$&Ciência da Computação.,"Levine, John R.",Livro,2,1994.,,"Berkeley,",8572512551,,1350978,2021005219,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 L665i,internet para leigos / nan internet.#$&sistemas de informação.#$&informática.#$&ciência da computação.
31382,Introdução a proteção dos sistemas elétricos /,,Relés elétricos.#$&Sistemas de energia elétrica -#$&Proteção.,"Caminha, Amadeu C.",Livro,21,c1977 .,,"Edgard Blucher,",,,1232212,2016019211,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,621.3 C183i,introdução a proteção dos sistemas elétricos / nan relés elétricos.#$&sistemas de energia elétrica -#$&proteção.
34214,Programação em Turbo Pascal :,"inclui versões 4.0, 5.0 e 5.5 /",Turbo Pascal (Linguagem de programação de computador)#$&PASCAL (Linguagem de programação de computador)#$&IBM Personal Computer.,"Carroll, David W. ",Livro,12,c1988.,,,0074501011,,1324215,2017014897,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 C319p,"programação em turbo pascal : inclui versões 4.0, 5.0 e 5.5 / turbo pascal (linguagem de programação de computador)#$&pascal (linguagem de programação de computador)#$&ibm personal computer."
34398,UML :,guia do usuário /,UML (Linguagem de modelagem padrão).#$&Informática.,"Booch, Grady.",Livro,4,2000.,,"Campus,",8535205624,,1256120,2017013431,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 B724u,uml : guia do usuário / uml (linguagem de modelagem padrão).#$&informática.
34808,Máquinas elétricas :,"conversão eletromecânica da energia, processos, dispositivos e sistemas /",Máquinas elétricas.,"Fitzgerald, A. E.",Livro,8,c1975.,,"McGraw-Hill,",,,1419518,2024016382,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,621.313.3 F554m,"máquinas elétricas : conversão eletromecânica da energia, processos, dispositivos e sistemas / máquinas elétricas."
35020,Linguagem de programação estruturada FORTRAN 77 /,,FORTRAN (Linguagem de programação de computador)#$&Programação (Computadores).,"Hehl, Maximilian Emil.",Livro,7,1986.,,"McGraw-Hill,",,,1102368,2014006058,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 H464l,linguagem de programação estruturada fortran 77 / nan fortran (linguagem de programação de computador)#$&programação (computadores).
35046,Álgebra II :,"análise combinatória, probabilidade, matrizes, determinantes, sistemas lineares /",Álgebra.,"Guelli, Cid A.",Livro,4,[198-?],,"Moderna,",,,1270939,2017028945,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,512 G925a,"álgebra ii : análise combinatória, probabilidade, matrizes, determinantes, sistemas lineares / álgebra."
35073,Engenharia de irrigação :,"sistemas pressurizados, aspersão e gotejamento /",Engenharia de irrigação.#$&Irrigação agrícola.,"Gomes, Heber Pimentel,",Livro,7,1994.,,"Ed. Universitária, UFPB,",8523700110,,105900,1998018646,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,626.8 G633e,"engenharia de irrigação : sistemas pressurizados, aspersão e gotejamento / engenharia de irrigação.#$&irrigação agrícola."
35518,Fundamentals of algorithmics /,,Algoritmos.#$&Estrutura de dados (Computação).#$&Programação estruturada.,"Brassard, Gilles,",Livro,23,c1996.,,"Prentice Hall,",0133350681 (broch.),,1163674,2014079867,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.421 B823f,fundamentals of algorithmics / nan algoritmos.#$&estrutura de dados (computação).#$&programação estruturada.
37186,Fundamentos de matemática elementar 4 :,"sequências, matrizes, determinantes, sistemas/",Matemática -#$&Ensino de Segundo Grau.,"Iezzi, Gelson,",Livro,3,1993.,6. ed.-,"Atual,",8570562675 (broch.),,904869,2000010815,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,510.2 I22f 6.ed.,"fundamentos de matemática elementar 4 : sequências, matrizes, determinantes, sistemas/ matemática -#$&ensino de segundo grau."
37918,Computer controlled systems :,theory and design /,Controle automático.#$&Simulação por computador.#$&Simulação (Computadores digitais).#$&Informática.,"Astrom, Karl J.",Livro,5,c1997.,3rd. ed. -,"Prentice Hall,",0131686003 (enc.).,,1151601,2014068700,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.451 A859c 3.ed.,computer controlled systems : theory and design / controle automático.#$&simulação por computador.#$&simulação (computadores digitais).#$&informática.
41463,Desenvolvimento de software básico :,"assemblers, linkers, loaders, compiladores, sistemas operacionais, bancos de dados e processadores de textos /",Software -#$&Desenvolvimento.#$&Programação de sistemas (Computação).,"Beck, Leland L.",Livro,4,[c1994],,"Campus,",8570016794,,1178031,2015011146,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.41 B393d,"desenvolvimento de software básico : assemblers, linkers, loaders, compiladores, sistemas operacionais, bancos de dados e processadores de textos / software -#$&desenvolvimento.#$&programação de sistemas (computação)."
