registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,issn,id_exemplar,codigo_barras,colecao,biblioteca,status_material,localizacao,texto_busca
248872,Java 5 :,guia de consulta rápida /,Java (Linguagem de programação de computador,"Jandl Jr., Peter",Livro,1,c2006.,,"Novatec,",8575220861 (broch.),,1295066,2018014047,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 J33j,java 5 : guia de consulta rápida / java (linguagem de programação de computador
248876,Guia de consulta rápida javascript /,,Java.,"Damiani, Edgard B.",Livro,1,2006.,3. ed. -,"NOVATEC,",9788575221501 (broch.),,1295097,2018014048,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 D158g 3.ed.,guia de consulta rápida javascript / nan java.
248877,HTML :,guia de consulta rápida /,XML (Linguagem de marcação de documento),"Silveira, Marcelo",Livro,1,c2001.,,"Novatec,",8585184965 (broch.),,1295099,2018014050,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 D294x,html : guia de consulta rápida / xml (linguagem de marcação de documento)
248878,CSS Cascading Style Sheets :,guia de consulta rápida /,CSS (Linguagem de apresentação de documento),"Amaral, Luis Gustavo",Livro,1,c2006.,2. ed. -,"Novatec,",8575220993 (broch.),,1295103,2018014054,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 A485c 2.ed,css cascading style sheets : guia de consulta rápida / css (linguagem de apresentação de documento)
248879,C #: ,Guia de consulta rápida /,C # (Programa de Computador),"Saade, Joel",Livro,1,2008.,,"NOVATEC,",9788575221464 (broch.),,1295104,2018014051,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 S111c,c #:  guia de consulta rápida / c # (programa de computador)
248882,Programacao :,"conceitos, tecnicas e linguagens /",Programação (Computadores),"Villas, Marcos V.",Livro,1,1988.,,"Campus,",8570074775 (broch.).,,1295106,2018014006,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 V726p,"programacao : conceitos, tecnicas e linguagens / programação (computadores)"
248883,Treinamento prático em CSS /,,Web Designer#$&HTML#$&Websites,"Somera, Guilherme",Livro,1,2006,,"Digerati Books,",8577020703,,1295107,2018013972,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 S694t,treinamento prático em css / nan web designer#$&html#$&websites
248884,c++ ansi (iso/iec14882:1998) :,programação de computadores: guia prático de orientação e desenvolvimento,C++ (Linguagem de Programação para Computadores),"Manzano, José Augusto Navarro Garcia",Livro,1,2003,1. ed. -,"Érica, ",8571949778,,1295108,2018013999,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 M296c 1.ed,c++ ansi (iso/iec14882:1998) : programação de computadores: guia prático de orientação e desenvolvimento c++ (linguagem de programação para computadores)
248885,Criando páginas web com CSS - soluções avançadas para padrões web /,,CSS (Linguagem de Programação)#$&XHTML,"Budd, Andy",Livro,1,2006,,"Pearson Prentice Hall, ",8576051222,,1295109,2018013976,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 B927c,criando páginas web com css - soluções avançadas para padrões web / nan css (linguagem de programação)#$&xhtml
249399,MS-Access 7.0 para Windows 95 /,,Access (Programa de computador)#$&Windows (Programas de computador)#$&Sistemas operacionais (Computadores),"Alves, William Pereira,",Livro,1,1996.,,"Érica,",8571943761 (broch.).,,1296808,2018015920,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 A474m,ms-access 7.0 para windows 95 / nan access (programa de computador)#$&windows (programas de computador)#$&sistemas operacionais (computadores)
249407,Oracle JDeveloper 3 :,o manual oficial /,Java (Linguagem de Programação de Computador)#$&Software de Aplicação.,"Dorsey, Paul.",Livro,1,2001,,"Campus, ",,,1296823,2018015911,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.41 D718o,oracle jdeveloper 3 : o manual oficial / java (linguagem de programação de computador)#$&software de aplicação.
249633,Sistemas e teorias em psicologia /,,Psicologia.,"Marx, Melvin Herman,",Livro,1,1997.,10. ed. -,"Cultrix ,",,,1297486,2018018981,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,159.9.01 M392s 10.ed.,sistemas e teorias em psicologia / nan psicologia.
250990,Conhecendo o R :,uma visão estatística /,Estatística matemática.#$&R (Linguagem de programação de computador),"Mello, Marcio Pupin",Livro,10,2013.,1. ed. -,"Ed. UFV,",9788572694957(broch.),,1302311,2018013414,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,519.22 M527c 1.ed,conhecendo o r : uma visão estatística / estatística matemática.#$&r (linguagem de programação de computador)
251599,Geomática & análise ambiental :,aplicações práticas /,Sistemas de informação geográfica.#$&Geomática.#$&Geociências-#$&Sensoriamento remoto.#$&Satélites artificiais em sensoriamento remoto -#$&Espírito Santo (Estado),,Livro,1,2007.,,"EdUFES,",9788577720163 (broch.),,1304254,2018026866,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,528.835 G345,geomática & análise ambiental : aplicações práticas / sistemas de informação geográfica.#$&geomática.#$&geociências-#$&sensoriamento remoto.#$&satélites artificiais em sensoriamento remoto -#$&espírito santo (estado)
251643,Corredores ecológicos:,uma estratégia integradora na gestão de ecossistemas /,Meio ambiente -#$&ecologia.#$&Biodiversidade.,"Brito, Francisco.",Livro,1,2006.,,"Editora da UFC,",,,1304413,2018026861,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,502.3 B862c,corredores ecológicos: uma estratégia integradora na gestão de ecossistemas / meio ambiente -#$&ecologia.#$&biodiversidade.
253263,Informática básica /,,Informática básica.,"Almeida, Mário.",Livro,1,c2006.,,"UFSC ,",,,1310192,2018027830,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 A447i,informática básica / nan informática básica.
254745,Sistemas de produção para caprinos e ovinos. -,,Caprinos -#$&Produção#$&Ovinos -#$&Produção,,Livro,1,1975.,,"EMBRAPA, ",,,1314495,2018033142,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,636.3 S623,sistemas de produção para caprinos e ovinos. - nan caprinos -#$&produção#$&ovinos -#$&produção
255774,Administração:,das teorias administrativas à administração aplicada e contemporânea/,Administração.#$&Administração - Teoria.#$&Sistemas de informações.,"Uhlmann, Gunter Wilhelm",Livro,2,1997.,,"FTD,",8532226213,,1417874,2024015073,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,658 U31a,administração: das teorias administrativas à administração aplicada e contemporânea/ administração.#$&administração - teoria.#$&sistemas de informações.
256337,Programação e técnicas :,Turbo Pascal : versão 4.0 : inclui versão 5.0 /,Linguagem de programação (Computadores).#$&Turbo Pascal (Linguagem de programação de computador).,"Grillo, Maria Célia Arruda.",Livro,1,1990.,3. ed. -,"Livros Técnicos e Científicos,",,,1318680,2019009762,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.41 G859p 3.ed.,programação e técnicas : turbo pascal : versão 4.0 : inclui versão 5.0 / linguagem de programação (computadores).#$&turbo pascal (linguagem de programação de computador).
256339,Orientação a objetos em C++ /,,Linguagem de Programação,"Montenegro, Fernando",Livro,1,1994,,"Ciência Moderna, ",,,1318690,2019009692,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 M777o,orientação a objetos em c++ / nan linguagem de programação
257499,Microprocessador Z80 /,,Z-80 (Microprocessador)#$&Microcomputadores.,"Cypriano, Luiz Benedito,",Livro,1,1988.,5a ed. -,"Livros Erica,",,,1322908,2019014107,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 C996m,microprocessador z80 / nan z-80 (microprocessador)#$&microcomputadores.
257861,Pensamento pedagógico e Sistemas educacionais,,Pedagogia,"Morell, Jean Carlos",Livro,1,2014.,,"Editora e Distribuidora Educacional,",9788568075180,,1323984,2019015313,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,370.01 M841p,pensamento pedagógico e sistemas educacionais nan pedagogia
257930,Melhoramento animal :,(conceitos basicos da analise de dados) /,Melhoramento genético.#$&Genética animal.,"Silva, Martinho de Almeida e.",Livro,1,1980.,,"UFV, Departamento de Zootecnia,",,,1324213,2015025933,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,636.082 S586m,melhoramento animal : (conceitos basicos da analise de dados) / melhoramento genético.#$&genética animal.
258567,Treinamento profissional em redes wireless /,,Sistemas de comunicação sem fio.#$&Redes de computadores.,"Farias, Paulo César Bento.",Livro,1,2006.,,"Digerati Books,",8560480064 (broch.),,1326167,2019016677,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.45 F224t,treinamento profissional em redes wireless / nan sistemas de comunicação sem fio.#$&redes de computadores.
258576,Linguagem c - programação e aplicação. -,,Linguagem C,,Livro,1,1987,2. ed. -,"Livros Técnicos e Cientificos, ",,,1326213,2019016955,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 L755 2.ed.,linguagem c - programação e aplicação. - nan linguagem c
258609,MS-DOS 5 :,manual do usuário & guia do programador /,MS-DOS (Sistema operacional de computador),"Croydon, Thomas.",Livro,2,1991.,2. ed. -,"Berkeley Brasil,",85-7251-017-6 (broch.).,,1326368,2019016675,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 C954m 2.ed.,ms-dos 5 : manual do usuário & guia do programador / ms-dos (sistema operacional de computador)
259552,Otimização por enxame de partículas :,usando uma adaptação de serendipidade /,Algoritmos.#$&Algoritmos de computador.,"Paiva, Fábio Augusto Procópio de.",Livro,8,2018.,,"IFRN,",9788594137548,,1344001,2020000837,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.421 P149O,otimização por enxame de partículas : usando uma adaptação de serendipidade / algoritmos.#$&algoritmos de computador.
259983,Mecanização e cuidados com tratores agrícolas /,,Mecanização#$&Máquinas agrícolas.#$&Tratores,"Correia, Altir Alves Martins,",Livro,1,1959.,,"Ministério da Agricultura, Serviço de Informação Agrícola,",,,1330414,2019025060,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,631.17 C824m,mecanização e cuidados com tratores agrícolas / nan mecanização#$&máquinas agrícolas.#$&tratores
260357,PHP-GTK :,criando aplicações gráficas com PHP /,PHP (Linguagem de programação de computador).#$&PHP-GTK (Linguagem de programação de computador).#$&Programação orientada a objeto.,"Dall'Oglio, Pablo.",Livro,1,2007.,,"Novatec,",9788575221372 (broch.),,1331494,2019025470,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 D145p,php-gtk : criando aplicações gráficas com php / php (linguagem de programação de computador).#$&php-gtk (linguagem de programação de computador).#$&programação orientada a objeto.
261075,"Cabras, ovelhas e agricultores familiares:",viabilizando a estabilidade de sistemas de criação animal no semi-árido /,Caprinos#$&Ovinos#$&Estabilidade Agroecológica#$&Agroecologia,"Kuhrau, Timotheus",Livro,1,2003.,,"CAATINGA,",,,1333328,2019027900,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,636.3 K96c,"cabras, ovelhas e agricultores familiares: viabilizando a estabilidade de sistemas de criação animal no semi-árido / caprinos#$&ovinos#$&estabilidade agroecológica#$&agroecologia"
261400,Sistemas de produção para gado leiteiro. -,,Gado Leiteiro -#$&Sistema -#$&Produção.,,Livro,1,1978.,,"EMBRATER, ",,,1334131,2019027496,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,636.2 S623,sistemas de produção para gado leiteiro. - nan gado leiteiro -#$&sistema -#$&produção.
261838,Sistemas agrícolas sustentáveis para regiões semi-áridas /,,Sistemas agrícolas.,"Araújo Filho, João Ambrósio de",Livro,1,1999.,,"EMBRAPA Caprinos,",,,1335172,2019029327,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,631.58 A663s,sistemas agrícolas sustentáveis para regiões semi-áridas / nan sistemas agrícolas.
261971,Dados sobre ferrageamento de equídeos. -,,Cavalo -#$&Ferrageamento.#$&Equideocultura -#$&Ferrageamento.,,Livro,1,[1980?],,"Ministério da Agricultura, ",,,1335408,2019028903,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,636.1 D121,dados sobre ferrageamento de equídeos. - nan cavalo -#$&ferrageamento.#$&equideocultura -#$&ferrageamento.
262241,Corel draw! Simples e rápido /,,Computação Gráfica.#$&Programa de Computador,"Beisecker, Michael-Alexander",Livro,1,1991.,,"Makron Books,",,,1335986,2019026833,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 B423c,corel draw! simples e rápido / nan computação gráfica.#$&programa de computador
262899,Metodologia para o monitoramento de dados técnicos e econômicos em pisciculturas familiares /,,Produção Pesqueira.#$&Piscicultura -#$&Monitoramento.,,Livro,2,2014.,1. ed. -,"Embrapa Pesca e Aquicultura, ",,,1337811,2019032618,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,639.3 M593 1.ed.,metodologia para o monitoramento de dados técnicos e econômicos em pisciculturas familiares / nan produção pesqueira.#$&piscicultura -#$&monitoramento.
263014,Piscicultura em tanques-redes:,princípios básicos /,Piscicultura#$&Peixe -#$&Criação -#$&Tanque-rede.,"Silva, Antônio Lisboa Nogueira da",Livro,1,1997,,"SUDENE, ",,,1338198,2019032638,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,639.3 S586p,piscicultura em tanques-redes: princípios básicos / piscicultura#$&peixe -#$&criação -#$&tanque-rede.
264613,Programa completo de matérias:,"educação física, informática educação artística. -",Educação Física#$&Informática#$&Educação Artística,,Livro,1,2004.,,"DCL,",8573389168,,1343670,2020000221,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,796 P964,"programa completo de matérias: educação física, informática educação artística. - educação física#$&informática#$&educação artística"
264626,Java :,como programar /,Java (Linguagem de programação de computador)#$&Linguagem de programação (computadores),"Deitel, Paul J.,",Livro,1,2003.,4. ed. -,"Bookman,",8536301236,,1343690,2020000147,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.43 D325j 4.ed.,java : como programar / java (linguagem de programação de computador)#$&linguagem de programação (computadores)
266327,Do basic ao C /,,Linguagem de Programação -#$&Computador,"Traister, Robert J.",Livro,1,1987.,,"Campus, ",8570013841,,1348482,2020005490,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 T768b,do basic ao c / nan linguagem de programação -#$&computador
266328,Microsoft office Excel 2007 rápido e fácil /,,Computação -#$&Programa -#$&Excel.,Curtis Frye ,Livro,1,2008.,,"Bookman, ",9788577800612,,1348484,2020005487,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 C979m,microsoft office excel 2007 rápido e fácil / nan computação -#$&programa -#$&excel.
266330,Linguagem C :,guia prático e interativo /,Linguagem de programação (Computadores).#$&Ciência da computação.#$&Informática.,"Schildt, Herbert, ",Livro,1,1986.,,"McGraw-Hill,",,,1348489,2020005481,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 S334l,linguagem c : guia prático e interativo / linguagem de programação (computadores).#$&ciência da computação.#$&informática.
266562,Caracterização de sistemas e tecnologias de cultivo para a cotonicultura herbácea com ênfase para o Norte de Minas Gerais /,,Algodão Herbáceo -#$&Cultivo -#$&Minas Gerais#$&Algodão Herbáceo -#$&Tecnologia,"Beltrão, Napoleão Esberard de Macêdo",Livro,1,1997,,"EMBRAPA,",,,1349472,2020006749,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,633.51 B453c,caracterização de sistemas e tecnologias de cultivo para a cotonicultura herbácea com ênfase para o norte de minas gerais / nan algodão herbáceo -#$&cultivo -#$&minas gerais#$&algodão herbáceo -#$&tecnologia
266665,Cursos modulares de cuidados com feridas /,,Feridas -#$&Cuidados,"Martins Júnior, Edmundo",Livro,1,[2000?].,,"CONVATEC, ",,,1350088,2016038962,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,616-001 M386c,cursos modulares de cuidados com feridas / nan feridas -#$&cuidados
267106,PHP/MySQL :,web/,Sites da Web -#$&Desenvolvimento.#$&PHP (Linguagem de programação de computador)#$&MySQL (Recurso eletrônico).#$&Banco de dados.,"Minorello, Danilo",Livro,1,2007.,1. ed. -,"Editora Viena,",8537100730,,1350881,2021005091,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.774.6 M666p 1.ed.,php/mysql : web/ sites da web -#$&desenvolvimento.#$&php (linguagem de programação de computador)#$&mysql (recurso eletrônico).#$&banco de dados.
269582,Formação e utilização de pastagem de capim-elefante em sistemas intensivos de produção de leite /,,Pastagem -#$&Capim-Elefante.#$&Produção -#$&Leite -#$&Sistemas Intensivos.,"Martins, Carlos Eugênio",Livro,1,1998.,,"EMBRAPA,",,,1356790,2022003904,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,633.2 M386f,formação e utilização de pastagem de capim-elefante em sistemas intensivos de produção de leite / nan pastagem -#$&capim-elefante.#$&produção -#$&leite -#$&sistemas intensivos.
269742,Ecossistemas de pastagens :,aspectos dinâmicos /,Pastagem -#$&Ecossistema,"Rocha, Geraldo Leme da",Livro,1,1991.,,"FEALQ,",,,1357180,2022002638,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,633.2 R672e,ecossistemas de pastagens : aspectos dinâmicos / pastagem -#$&ecossistema
269963,Adubação de pastagens em sistemas de produção animal /,,Pastagem -#$&Adubação#$&Pastagens -#$&Nutrientes,"Santos, Manoel Eduardo Rozalino",Livro,1,2016.,,UFV,9788572695619,,1357954,2022002676,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,633.2 S237a,adubação de pastagens em sistemas de produção animal / nan pastagem -#$&adubação#$&pastagens -#$&nutrientes
269967,A informática na agropecuária /,,Agropecuária -#$&Informática,"Antunes, Luciano Medici",Livro,1,1996.,,"Agropecuária,",8585347074,,1357963,2022002677,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,631:004 A636i,a informática na agropecuária / nan agropecuária -#$&informática
275046,Curso multimídia hardware:,montagem e manutenção de micros passo a passo /,Hardware -#$&Manutenção#$&Hardware -#$&Montagem,"Bezerra, Iijalde Darlan",Livro,1,2003,1. ed. -,"Terra,",8574910937,,1369898,2022026139,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.3 B574c 1.ed. v.2,curso multimídia hardware: montagem e manutenção de micros passo a passo / hardware -#$&manutenção#$&hardware -#$&montagem
275053,Estudo dirigido AutoCAD 2007 /,,AutoCAD #$&Computação Gráfica,"Lima, Cláudia Campos Netto Alves de",Livro,1,2007.,2. ed. -,"Érica,",9788536501185,,1369904,2022026144,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 L732e 2.ed.,estudo dirigido autocad 2007 / nan autocad #$&computação gráfica
275284,Desenvolvimento de sistemas de controle. -,,Controle Automático -#$&Sistema,,Livro,1,2013,,SENAI,9788575196427,,1370311,2022014220,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,681.51 D451,desenvolvimento de sistemas de controle. - nan controle automático -#$&sistema
275475,Desvendando o 3ds Max:,o software para criação de imagens 3Dmais usado no mundo /,Computação gráfica.#$&Animação por computador.#$&3ds max (Programa de Computador).,"Almeida, Marilane de",Livro,1,2007.,,"Digerati Books,",9788560480661,,1370617,2022027469,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,ESPECIAL,004.92 A447d,desvendando o 3ds max: o software para criação de imagens 3dmais usado no mundo / computação gráfica.#$&animação por computador.#$&3ds max (programa de computador).
275747,Dominando gerenciamento de projetos com MS Project 2000 /,,Microcomputadores - #$&projeto -#$&Gerenciamento,"Figueiredo, Francisco Constant de",Livro,1,2001,,"Ciência Moderna, ",8573931256,,1371117,2022027482,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 F475d,dominando gerenciamento de projetos com ms project 2000 / nan microcomputadores - #$&projeto -#$&gerenciamento
275749,Powerpoint 4.0 :,curso prático /,Programa de Computador#$&Computação Gráfica,"Sanchez, Antônio Carlos Gil",Livro,1,1995,1. ed. -,"Érica,",8571942447,,1371119,2022027483,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 S211p 1.ed.,powerpoint 4.0 : curso prático / programa de computador#$&computação gráfica
275751,Ipad:,o manual que faltava/,Informática#$&Ipad#$&IOS,"Biersdorfer, J. D.",Livro,1,2012,2. ed. -,"Digerati Books,",9788578731472,,1371121,2022027485,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.16 B588i 2.ed.,ipad: o manual que faltava/ informática#$&ipad#$&ios
275752,Criação de sites com CSS:,desenvolva páginas web mais leves e dinâmicas em menos tempo/,Web designer#$&CSS ,"Jobstraibizer, Flávia",Livro,1,2009,,"Digerati Books, ",9788578730772,,1371123,2022027486,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 J62c,criação de sites com css: desenvolva páginas web mais leves e dinâmicas em menos tempo/ web designer#$&css 
275762,Redes de computadores:,um guia prático /,Rede de Computadores,"Souza Neto, João ",Livro,1,1998,,"MSD,",8586546208,,1371138,2022027484,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.7 S729r,redes de computadores: um guia prático / rede de computadores
275763,Treinamento prático em flash /,,Programa de Computador#$&Flash,"Diniz, André",Livro,1,2006,,"Digerati Books,",8599187317,,1371140,2022027480,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.7 D585t,treinamento prático em flash / nan programa de computador#$&flash
275766,Treinamento prático em indesign:,tudo o que você precisa saber sobre esta poderosa ferramenta/,Programa de Computador#$&Design,"Moraz, Eduardo",Livro,1,2006.,,"Digerati Bookws,",8577020665,,1371147,2022027471,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 M832t,treinamento prático em indesign: tudo o que você precisa saber sobre esta poderosa ferramenta/ programa de computador#$&design
275864,Guerrilha tecnológica:,a verdadeira história da política nacional de informática /,Informática -#$&Política Nacional,"Dantas, Vera",Livro,1,1988,,"LTC,",8521606230,,1371429,2022028384,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 D192g,guerrilha tecnológica: a verdadeira história da política nacional de informática / informática -#$&política nacional
276174,Administre seu tempo com palm:,"gerenciamento de tarefas, organização de informações /",Computadores de Bolso,"Andrade, Fernando",Livro,1,2002,,"Nobel,",8521311958,,1371865,2022026408,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.16 A553a,"administre seu tempo com palm: gerenciamento de tarefas, organização de informações / computadores de bolso"
276188,Utilizando o adobe indesign /,,Adobe Photoshop#$&Computação Gráfica,"Horie, Ricardo Minoru",Livro,1,1999.,,"Érica, ",8571946833,,1371918,2022029207,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.42 H811u,utilizando o adobe indesign / nan adobe photoshop#$&computação gráfica
276190,Fundamentos do gerenciamento de serviços de TI baseado no ITIL. -,,Informática.#$&Serviço de informação -#$&Administração.,,Livro,1,[2000],,"ITSM Library,",9789077212950,,1371919,2022029208,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004 F981,fundamentos do gerenciamento de serviços de ti baseado no itil. - nan informática.#$&serviço de informação -#$&administração.
